bandwidth,n_samples,seed,type,family,moment,ess,time,initialization
0.001953125,100000,1,"rate = 0.5, uninf",BatchMean,2,318.2798201638464,0.000639417,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,1,"rate = 0.7, inform",BatchMean,2,0.04692067615160012,0.000277708,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,1,"rate = 0.7, uninf",BatchMean,2,32.33567599000836,0.000336708,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,1,"maxlag = default(250), fft=true",Spectral,2,201.0107223711698,0.007774792,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,1,"maxlag = Inf, fft=true",Spectral,2,1.3675902886133613,0.012376917,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,1,"maxlag = default(250), fft=false",Spectral,2,201.01072237116978,0.027586041,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,1,"maxlag = Inf, fft=false",Spectral,2,1.3675902886133613,2.309276458,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,1,"rate = 0.3, inform",BatchMean,2,4.701809739389518,0.000887375,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,1,"rate = 0.3, uninf",BatchMean,2,3303.7378718850878,0.000925042,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,1,"rate = 0.5, inform",BatchMean,2,0.4746477203181213,0.000281541,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,1,"rate = 0.5, uninf",BatchMean,2,318.7592319647152,0.000834709,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,1,"rate = 0.7, inform",BatchMean,2,0.04795420603324303,0.000708208,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,1,"rate = 0.7, uninf",BatchMean,2,32.5377171304389,0.000818958,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,1,"maxlag = default(250), fft=true",Spectral,2,202.3055976552023,0.009447583,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,1,"maxlag = Inf, fft=true",Spectral,2,2.5065603405959265,0.008697333,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,1,"maxlag = default(250), fft=false",Spectral,2,202.3055976552023,0.021984833,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,1,"maxlag = Inf, fft=false",Spectral,2,2.506560340595926,2.421429042,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,2,"rate = 0.3, inform",BatchMean,2,7685.952918841375,0.000799334,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,2,"rate = 0.3, uninf",BatchMean,2,3199.9848521392637,0.000354417,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,2,"rate = 0.5, inform",BatchMean,2,774.3883830162617,0.000283667,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,2,"rate = 0.5, uninf",BatchMean,2,318.38098521728364,0.000396,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,2,"rate = 0.7, inform",BatchMean,2,78.23353564740934,0.000289333,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,2,"rate = 0.7, uninf",BatchMean,2,33.551887143188296,0.010381458,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,2,"maxlag = default(250), fft=true",Spectral,2,204.34437769332064,0.013880958,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,2,"maxlag = Inf, fft=true",Spectral,2,5.334712978534555,0.0081605,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,2,"maxlag = default(250), fft=false",Spectral,2,204.3443776933206,0.032318625,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,2,"maxlag = Inf, fft=false",Spectral,2,5.334712978534552,1.825737,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,2,"rate = 0.3, inform",BatchMean,2,13607.201554941053,0.000811416,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,2,"rate = 0.3, uninf",BatchMean,2,3405.779673552133,0.000403958,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,2,"rate = 0.5, inform",BatchMean,2,1342.8987438763234,0.000326583,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,2,"rate = 0.5, uninf",BatchMean,2,319.719123418809,0.000383542,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,2,"rate = 0.7, inform",BatchMean,2,138.64764850511744,0.000240708,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,2,"rate = 0.7, uninf",BatchMean,2,33.121260303994916,0.000385792,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,2,"maxlag = default(250), fft=true",Spectral,2,202.43832948793442,0.008087167,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,2,"maxlag = Inf, fft=true",Spectral,2,2.4101929244757088,0.093068833,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,2,"maxlag = default(250), fft=false",Spectral,2,202.43832948793448,0.040574625,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,2,"maxlag = Inf, fft=false",Spectral,2,2.4101929244757097,2.2544255,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,2,"rate = 0.3, inform",BatchMean,2,2.6839709150540454,0.000996625,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,2,"rate = 0.3, uninf",BatchMean,2,3140.0832005982097,0.000953959,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,2,"rate = 0.5, inform",BatchMean,2,0.26967731639434694,0.000312834,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,2,"rate = 0.5, uninf",BatchMean,2,317.6140600245467,0.000894833,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,2,"rate = 0.7, inform",BatchMean,2,0.02723229650855812,0.000241625,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,2,"rate = 0.7, uninf",BatchMean,2,32.644661985221504,0.000368,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,2,"maxlag = default(250), fft=true",Spectral,2,201.61634724517717,0.010778541,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,2,"maxlag = Inf, fft=true",Spectral,2,1.3441762394741918,0.0156645,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,2,"maxlag = default(250), fft=false",Spectral,2,201.61634724517714,0.027396583,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,2,"maxlag = Inf, fft=false",Spectral,2,1.3441762394741918,2.2299145,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,2,"rate = 0.3, inform",BatchMean,2,102.29937467696985,0.000333541,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,2,"rate = 0.3, uninf",BatchMean,2,3107.2956378014323,0.000386417,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,2,"rate = 0.5, inform",BatchMean,2,10.291641660517232,0.000312334,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,2,"rate = 0.5, uninf",BatchMean,2,317.1306445083719,0.000371209,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,2,"rate = 0.7, inform",BatchMean,2,1.0403789602125393,0.000308541,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,2,"rate = 0.7, uninf",BatchMean,2,32.66286498539198,0.003078584,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,2,"maxlag = default(250), fft=true",Spectral,2,202.04681033104077,0.02106,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,2,"maxlag = Inf, fft=true",Spectral,2,1.357797227170041,0.01440875,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,2,"maxlag = default(250), fft=false",Spectral,2,202.04681033104077,0.029420459,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,2,"maxlag = Inf, fft=false",Spectral,2,1.357797227170041,2.252282584,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,3,"rate = 0.3, inform",BatchMean,2,6980.844473592059,0.000677666,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,3,"rate = 0.3, uninf",BatchMean,2,3120.7411622782315,0.000351458,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,3,"rate = 0.5, inform",BatchMean,2,699.109945301572,0.000717958,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,3,"rate = 0.5, uninf",BatchMean,2,321.8386190482349,0.000819542,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,3,"rate = 0.7, inform",BatchMean,2,70.59253999053148,0.000277875,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,3,"rate = 0.7, uninf",BatchMean,2,38.141932476335064,0.000337625,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,3,"maxlag = default(250), fft=true",Spectral,2,207.89048031992155,0.017794542,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,3,"maxlag = Inf, fft=true",Spectral,2,11.702907998644193,0.011825,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,3,"maxlag = default(250), fft=false",Spectral,2,207.8904803199215,0.027970333,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,3,"maxlag = Inf, fft=false",Spectral,2,11.702907998644193,0.862039375,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,3,"rate = 0.3, inform",BatchMean,2,5789.076260314166,0.000257167,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,3,"rate = 0.3, uninf",BatchMean,2,3309.988558979666,0.000388417,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,3,"rate = 0.5, inform",BatchMean,2,591.6117820987299,0.000309375,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,3,"rate = 0.5, uninf",BatchMean,2,320.1782599912338,0.000368,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,3,"rate = 0.7, inform",BatchMean,2,60.47131532074099,0.000305167,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,3,"rate = 0.7, uninf",BatchMean,2,34.11154009540019,0.000368334,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,3,"maxlag = default(250), fft=true",Spectral,2,203.2448386788819,0.010263292,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,3,"maxlag = Inf, fft=true",Spectral,2,2.7155480075103817,0.019623,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,3,"maxlag = default(250), fft=false",Spectral,2,203.2448386788819,0.0217915,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,3,"maxlag = Inf, fft=false",Spectral,2,2.7155480075103817,2.246184875,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,3,"rate = 0.3, inform",BatchMean,2,11835.775936270875,0.000773834,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,3,"rate = 0.3, uninf",BatchMean,2,3104.8800484868975,0.00035975,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,3,"rate = 0.5, inform",BatchMean,2,1187.9720528239886,0.000239,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,3,"rate = 0.5, uninf",BatchMean,2,317.5703588177519,0.000297708,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,3,"rate = 0.7, inform",BatchMean,2,120.52936422914796,0.000273875,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,3,"rate = 0.7, uninf",BatchMean,2,33.210151793686876,0.001853375,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,3,"maxlag = default(250), fft=true",Spectral,2,201.53054259936218,0.014532375,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,3,"maxlag = Inf, fft=true",Spectral,2,1.8342196447479027,0.008734792,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,3,"maxlag = default(250), fft=false",Spectral,2,201.53054259936218,0.02387125,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,3,"maxlag = Inf, fft=false",Spectral,2,1.8342196447479029,2.202738,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,3,"rate = 0.3, inform",BatchMean,2,8.00730569291345,0.000295583,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,3,"rate = 0.3, uninf",BatchMean,2,3226.90902344192,0.000502875,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,3,"rate = 0.5, inform",BatchMean,2,0.8082230306305414,0.000242625,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,3,"rate = 0.5, uninf",BatchMean,2,317.8327308786898,0.00033675,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,3,"rate = 0.7, inform",BatchMean,2,0.08164836861066177,0.000456375,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,3,"rate = 0.7, uninf",BatchMean,2,32.35154077802727,0.000820041,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,3,"maxlag = default(250), fft=true",Spectral,2,201.85356351382976,0.007529084,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,3,"maxlag = Inf, fft=true",Spectral,2,1.475065179376191,0.019825125,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,3,"maxlag = default(250), fft=false",Spectral,2,201.85356351382976,0.0246535,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,3,"maxlag = Inf, fft=false",Spectral,2,1.475065179376191,2.219754334,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,4,"rate = 0.3, inform",BatchMean,2,7585.199008162766,0.000254458,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,4,"rate = 0.3, uninf",BatchMean,2,3140.849195411338,0.000355667,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,4,"rate = 0.5, inform",BatchMean,2,757.6285769321609,0.0002775,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,4,"rate = 0.5, uninf",BatchMean,2,318.6564786576793,0.000336208,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,4,"rate = 0.7, inform",BatchMean,2,76.49496086680544,0.000276667,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,4,"rate = 0.7, uninf",BatchMean,2,33.20508880381344,0.000363625,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,4,"maxlag = default(250), fft=true",Spectral,2,205.13626350168752,0.011899333,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,4,"maxlag = Inf, fft=true",Spectral,2,2.0588596800663845,0.008785916,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,4,"maxlag = default(250), fft=false",Spectral,2,205.13626350168744,0.033,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,4,"maxlag = Inf, fft=false",Spectral,2,2.0588596800663845,2.256511333,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,4,"rate = 0.3, inform",BatchMean,2,24155.669185127972,0.000776125,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,4,"rate = 0.3, uninf",BatchMean,2,3104.862949664341,0.000356166,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,4,"rate = 0.5, inform",BatchMean,2,2437.596642062196,0.000279166,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,4,"rate = 0.5, uninf",BatchMean,2,317.86360766053315,0.000336791,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,4,"rate = 0.7, inform",BatchMean,2,250.0087323704701,0.000275875,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,4,"rate = 0.7, uninf",BatchMean,2,33.26125359738187,0.002357291,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,4,"maxlag = default(250), fft=true",Spectral,2,203.34023022218275,0.007521208,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,4,"maxlag = Inf, fft=true",Spectral,2,7.004232917035271,0.021177333,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,4,"maxlag = default(250), fft=false",Spectral,2,203.34023022218275,0.031728417,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,4,"maxlag = Inf, fft=false",Spectral,2,7.004232917035271,1.220208584,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,4,"rate = 0.3, inform",BatchMean,2,17.770699442807786,0.000296583,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,4,"rate = 0.3, uninf",BatchMean,2,3172.8036494093158,0.000355542,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,4,"rate = 0.5, inform",BatchMean,2,1.795948359213216,0.000281042,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,4,"rate = 0.5, uninf",BatchMean,2,317.2752325158301,0.00083175,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,4,"rate = 0.7, inform",BatchMean,2,0.1814706432284713,0.000713792,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,4,"rate = 0.7, uninf",BatchMean,2,32.26165146053513,0.000341125,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,4,"maxlag = default(250), fft=true",Spectral,2,201.0613084172201,0.009556667,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,4,"maxlag = Inf, fft=true",Spectral,2,1.345356621132147,0.030223083,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,4,"maxlag = default(250), fft=false",Spectral,2,201.0613084172201,0.032084333,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,4,"maxlag = Inf, fft=false",Spectral,2,1.345356621132147,2.253869208,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,4,"rate = 0.3, inform",BatchMean,2,8.681255967843766,0.00078175,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,4,"rate = 0.3, uninf",BatchMean,2,3483.7619515129654,0.000351416,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,4,"rate = 0.5, inform",BatchMean,2,0.8783341861117755,0.000276875,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,4,"rate = 0.5, uninf",BatchMean,2,319.90286115622564,0.000337042,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,4,"rate = 0.7, inform",BatchMean,2,0.08876196816195635,0.000277084,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,4,"rate = 0.7, uninf",BatchMean,2,32.759220697188844,0.000339292,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,4,"maxlag = default(250), fft=true",Spectral,2,201.75644285874185,0.019957625,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,4,"maxlag = Inf, fft=true",Spectral,2,1.4732674302629887,0.009041792,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,4,"maxlag = default(250), fft=false",Spectral,2,201.75644285874185,0.025415625,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,4,"maxlag = Inf, fft=false",Spectral,2,1.4732674302629885,2.239167959,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,5,"rate = 0.3, inform",BatchMean,2,7931.73826571214,0.000308416,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,5,"rate = 0.3, uninf",BatchMean,2,3120.6837751513904,0.000368875,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,5,"rate = 0.5, inform",BatchMean,2,797.720801720614,0.000303041,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,5,"rate = 0.5, uninf",BatchMean,2,317.97648075388975,0.000861667,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,5,"rate = 0.7, inform",BatchMean,2,80.63233805061515,0.000691875,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,5,"rate = 0.7, uninf",BatchMean,2,33.69977078414394,0.002798083,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,5,"maxlag = default(250), fft=true",Spectral,2,203.61863300699468,0.007732042,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,5,"maxlag = Inf, fft=true",Spectral,2,1.33174936889491,0.008665666,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,5,"maxlag = default(250), fft=false",Spectral,2,203.61863300699463,0.028917291,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,5,"maxlag = Inf, fft=false",Spectral,2,1.33174936889491,2.255786458,"Normal{Float64}(μ=0.0, σ=0.1)"
0.001953125,100000,5,"rate = 0.3, inform",BatchMean,2,5684.865998473923,0.000295,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,5,"rate = 0.3, uninf",BatchMean,2,3143.3085706275447,0.000312625,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,5,"rate = 0.5, inform",BatchMean,2,580.0838800868008,0.000239292,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,5,"rate = 0.5, uninf",BatchMean,2,317.38766590484045,0.000332708,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,5,"rate = 0.7, inform",BatchMean,2,59.11301856062567,0.000273875,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,5,"rate = 0.7, uninf",BatchMean,2,32.382656734417324,0.000336167,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,5,"maxlag = default(250), fft=true",Spectral,2,201.60717267390206,0.007560375,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,5,"maxlag = Inf, fft=true",Spectral,2,1.3327231459189615,0.018641541,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,5,"maxlag = default(250), fft=false",Spectral,2,201.60717267390206,0.023518875,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,5,"maxlag = Inf, fft=false",Spectral,2,1.3327231459189612,2.247963875,"Normal{Float64}(μ=0.0, σ=1.0)"
0.001953125,100000,5,"rate = 0.3, inform",BatchMean,2,170.41241252424314,0.000770584,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,5,"rate = 0.3, uninf",BatchMean,2,3277.2659376134657,0.000352625,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,5,"rate = 0.5, inform",BatchMean,2,17.194662135884744,0.000273708,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,5,"rate = 0.5, uninf",BatchMean,2,321.3190701822644,0.000332208,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,5,"rate = 0.7, inform",BatchMean,2,1.7392718057502603,0.000273959,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,5,"rate = 0.7, uninf",BatchMean,2,36.407995941332395,0.000338458,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,5,"maxlag = default(250), fft=true",Spectral,2,204.78147462693045,0.0099945,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,5,"maxlag = Inf, fft=true",Spectral,2,3.857333911540553,0.011120208,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,5,"maxlag = default(250), fft=false",Spectral,2,204.78147462693047,0.021843375,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,5,"maxlag = Inf, fft=false",Spectral,2,3.857333911540553,2.271378459,"Normal{Float64}(μ=0.0, σ=5.0)"
0.001953125,100000,5,"rate = 0.3, inform",BatchMean,2,31.637531535097978,0.000293708,"Normal{Float64}(μ=5.0, σ=1.0)"
0.001953125,100000,5,"rate = 0.3, uninf",BatchMean,2,3128.184704609907,0.000349625,"Normal{Float64}(μ=5.0, σ=1.0)"
